0	15963028	950
43749	67546	900
67546	114184	850
114184	133437	800
133437	141794	750
141794	146548	700
146548	148895	650
148895	169567	600
169567	196296	550
196296	214967	500
214967	257980	550
257980	262781	600
262781	267787	650
267787	276631	700
276631	280176	750
280176	288708	800
288708	315763	850
315763	318712	900
318712	335773	850
335773	338230	800
338230	339500	850
339500	354866	900
354866	384686	950
384686	386528	900
386528	390353	950
390353	391019	900
391019	411363	950
411363	411884	900
411884	413914	950
413914	415912	900
415912	427230	950
427230	427775	900
427775	564371	950
564371	565479	900
565479	567418	950
567418	572564	900
572564	638480	950
638480	648315	900
648315	652459	850
652459	722224	800
722224	748542	750
748542	755888	800
755888	812764	850
812764	830094	900
830094	889045	950
889045	889863	900
889863	891905	950
891905	894142	900
894142	897175	950
897175	897236	900
897236	897829	950
897829	902802	900
902802	916962	950
916962	917394	900
917394	976717	950
976717	982312	900
982312	1000731	950
1000731	1010678	900
1010678	1365858	950
1365858	1392231	900
1392231	1397118	950
1397118	1409273	900
1409273	2320132	950
2320132	2321115	900
2321115	2443176	950
2443176	2490059	900
2490059	2516839	850
2516839	2527200	800
2527200	2556191	750
2556191	2602451	700
2602451	2609814	750
2609814	2617941	800
2617941	2644272	850
2644272	2647182	800
2647182	2650915	750
2650915	2656606	700
2656606	2661172	650
2661172	2688758	600
2688758	2798753	550
2798753	2807956	600
2807956	2811166	650
2811166	2816247	700
2816247	2819890	750
2819890	2822885	800
2822885	2831497	850
2831497	2880646	900
2880646	2881531	850
2881531	2900205	900
2900205	2907206	850
2907206	2910523	800
2910523	2911768	750
2911768	2931145	700
2931145	2960679	750
2960679	2993563	800
2993563	3005272	850
3005272	3050760	900
3050760	3064118	850
3064118	3072718	800
3072718	3081479	750
3081479	3103388	800
3103388	3216375	850
3216375	3236315	900
3236315	3238120	850
3238120	3274305	800
3274305	3289309	850
3289309	3338873	900
3338873	3428846	950
3428846	3443075	900
3443075	3446720	850
3446720	3448314	800
3448314	3450570	850
3450570	3488079	900
3488079	3488471	850
3488471	3488521	900
3488521	3488763	850
3488763	3488899	900
3488899	3489567	850
3489567	3491318	900
3491318	3492903	850
3492903	3505325	900
3505325	3515812	950
3515812	3519221	900
3519221	3520225	950
3520225	3530268	900
3530268	3570977	950
3570977	3573232	900
3573232	3592615	950
3592615	3595415	900
3595415	3800136	950
3800136	3800932	900
3800932	3803665	950
3803665	3805764	900
3805764	3806745	950
3806745	3807659	900
3807659	3822645	950
3822645	3839561	900
3839561	3864119	950
3864119	3865252	900
3865252	3865947	950
3865947	3866654	900
3866654	3866896	950
3866896	3872312	900
3872312	3874373	950
3874373	3874971	900
3874971	3899569	950
3899569	3902799	900
3902799	3903402	950
3903402	3904053	900
3904053	3905258	950
3905258	3906240	900
3906240	4739404	950
4739404	4742136	900
4742136	5132922	950
5132922	5136289	900
5136289	5191853	950
5191853	5204122	900
5204122	5254491	850
5254491	5271804	800
5271804	5277198	750
5277198	5282314	700
5282314	5283363	750
5283363	5285407	800
5285407	5290593	850
5290593	5304051	900
5304051	5342929	950
5342929	5366666	900
5366666	5376966	850
5376966	5381494	800
5381494	5391450	750
5391450	5415474	800
5415474	5434336	850
5434336	5436413	900
5436413	5436959	850
5436959	5503844	900
5503844	5506348	850
5506348	5546898	900
5546898	5571980	950
5571980	5579371	900
5579371	5584914	950
5584914	5585300	900
5585300	5812114	950
5812114	5817100	900
5817100	5871333	950
5871333	5876158	900
5876158	5941041	950
5941041	5951036	900
5951036	6070485	950
6070485	6071928	900
6071928	6146668	950
6146668	6148211	900
6148211	6189829	950
6189829	6191230	900
6191230	6194380	950
6194380	6202684	900
6202684	6226495	950
6226495	6242407	900
6242407	6285641	950
6285641	6305054	900
6305054	6711428	950
6711428	6742608	900
6742608	6763827	950
6763827	6764510	900
6764510	6785949	950
6785949	6790592	900
6790592	6801989	950
6801989	6808895	900
6808895	6825184	950
6825184	6840242	900
6840242	6860232	850
6860232	6865173	800
6865173	6905883	750
6905883	6910938	800
6910938	6917257	850
6917257	6922808	900
6922808	6998901	850
6998901	7002629	800
7002629	7028487	850
7028487	7032109	900
7032109	7047880	850
7047880	7048316	900
7048316	7050742	850
7050742	7079680	900
7079680	7080412	950
7080412	7081596	900
7081596	7537041	950
7537041	7541014	900
7541014	7545740	950
7545740	7575593	900
7575593	7578815	950
7578815	7638447	900
7638447	7646670	950
7646670	7648380	900
7648380	7763956	950
7763956	7784534	900
7784534	7819137	950
7819137	7819502	900
7819502	7859739	950
7859739	7883650	900
7883650	7895913	950
7895913	7912946	900
7912946	7915718	950
7915718	7917342	900
7917342	7937986	850
7937986	7940731	800
7940731	7945259	850
7945259	7952244	800
7952244	7970637	850
7970637	8021534	800
8021534	8040281	750
8040281	8052720	800
8052720	8084392	750
8084392	8086764	800
8086764	8087360	850
8087360	8093909	900
8093909	8106225	850
8106225	8114202	800
8114202	8122324	850
8122324	8151318	900
8151318	8153175	950
8153175	8154583	900
8154583	8165513	950
8165513	8166826	900
8166826	8182371	950
8182371	8197929	900
8197929	8199690	950
8199690	8217527	900
8217527	8230591	950
8230591	8241741	900
8241741	8242888	950
8242888	8243365	900
8243365	8274038	950
8274038	8274501	900
8274501	8276721	950
8276721	8277097	900
8277097	8280018	950
8280018	8281213	900
8281213	8286169	950
8286169	8287214	900
8287214	8304080	950
8304080	8307147	900
8307147	8307172	950
8307172	8309623	900
8309623	8311773	950
8311773	8315667	900
8315667	8318041	950
8318041	8359245	900
8359245	8365968	850
8365968	8367812	800
8367812	8368787	850
8368787	8371396	800
8371396	8396058	850
8396058	8396939	800
8396939	8400908	850
8400908	8405320	900
8405320	8586925	950
8586925	8603942	900
8603942	8628819	850
8628819	8629565	800
8629565	8638485	850
8638485	8648575	900
8648575	8706937	950
8706937	8773169	900
8773169	8776253	850
8776253	8781494	900
8781494	8815019	850
8815019	8815947	800
8815947	8823589	850
8823589	9021253	900
9021253	9044973	850
9044973	9061922	800
9061922	9072666	750
9072666	9079766	700
9079766	9085345	650
9085345	9089759	600
9089759	9094631	550
9094631	9106506	500
9106506	9177627	450
9177627	9190046	400
9190046	9266073	350
9266073	9273997	400
9273997	9277481	450
9277481	9292904	500
9292904	9311142	550
9311142	9317645	600
9317645	9331718	650
9331718	9394060	700
9394060	9399151	750
9399151	9404621	800
9404621	9437960	850
9437960	9445367	800
9445367	9460593	750
9460593	9480904	700
9480904	9502065	650
9502065	9529119	600
9529119	9534277	650
9534277	9543477	600
9543477	9561582	550
9561582	9586197	600
9586197	9602357	650
9602357	9608571	700
9608571	9618203	750
9618203	9626215	800
9626215	9643910	850
9643910	9699261	900
9699261	9702114	950
9702114	9703336	900
9703336	9798365	950
9798365	9801217	900
9801217	9802406	950
9802406	9808013	900
9808013	9816970	950
9816970	9836527	900
9836527	9848126	850
9848126	9853958	800
9853958	9856602	850
9856602	9875115	900
9875115	9916281	850
9916281	9934125	800
9934125	9950757	750
9950757	9955934	800
9955934	9969386	850
9969386	9983187	900
9983187	10424873	950
10424873	10461148	900
10461148	10463811	850
10463811	10466471	900
10466471	10486122	850
10486122	10489927	800
10489927	10505879	850
10505879	10514526	800
10514526	10520639	850
10520639	10546041	800
10546041	10551278	850
10551278	10620380	900
10620380	10641455	950
10641455	10658825	900
10658825	10660552	850
10660552	10660670	800
10660670	10661624	850
10661624	10663666	800
10663666	10666608	850
10666608	10668456	800
10668456	10679096	850
10679096	10717250	800
10717250	10720942	750
10720942	10723524	700
10723524	10735402	650
10735402	10744342	700
10744342	10750304	750
10750304	10754343	800
10754343	10759039	850
10759039	10762590	800
10762590	10776713	750
10776713	10800832	800
10800832	10806385	850
10806385	10910504	900
10910504	10915250	950
10915250	10922958	900
10922958	10958576	950
10958576	10975463	900
10975463	11693419	950
11693419	11727843	900
11727843	11755627	850
11755627	11766136	900
11766136	11789363	850
11789363	11796855	900
11796855	11840355	850
11840355	11843404	800
11843404	11849445	850
11849445	12017653	900
12017653	12022483	850
12022483	12246468	900
12246468	12264026	850
12264026	12264396	800
12264396	12266338	850
12266338	12283797	800
12283797	12295682	750
12295682	12313174	700
12313174	12360251	650
12360251	12366012	700
12366012	12375755	750
12375755	12398586	800
12398586	12418493	750
12418493	12429145	700
12429145	12432014	650
12432014	12433259	600
12433259	12458705	550
12458705	12486148	600
12486148	12635820	650
12635820	12710985	600
12710985	12726755	650
12726755	12727410	700
12727410	12728521	750
12728521	12730899	800
12730899	12763439	850
12763439	12764704	800
12764704	12772215	750
12772215	12799745	700
12799745	12802372	750
12802372	12805723	700
12805723	12827250	750
12827250	12829981	700
12829981	12873383	750
12873383	12915065	800
12915065	12919689	750
12919689	12923238	700
12923238	12932121	650
12932121	12945926	600
12945926	12965878	550
12965878	13024569	500
13024569	13101631	450
13101631	13116205	500
13116205	13123268	550
13123268	13133451	600
13133451	13142236	650
13142236	13153390	700
13153390	13165569	750
13165569	13182602	800
13182602	13218618	850
13218618	13273261	900
13273261	13566678	950
13566678	13632462	900
13632462	13638196	850
13638196	13640201	800
13640201	13641115	750
13641115	13751563	700
13751563	13770147	750
13770147	13787605	800
13787605	13847957	850
13847957	13975132	900
13975132	14433914	950
14433914	15075142	900
15075142	15242601	850
15242601	15282757	800
15282757	15298563	750
15298563	15589733	700
15589733	16004299	650
16004299	16316580	600
16316580	16546952	550
16546952	16704134	500
16704134	16790524	450
16790524	16791611	400
16791611	16792108	350
16792108	16801490	300
16801490	17067381	250
17067381	17216654	200
17216654	17244883	250
17244883	17311928	200
17311928	17311934	250
17311934	17346177	200
17346177	17427731	150
17427731	17497357	200
17497357	17516658	250
17516658	17592063	300
17592063	17706809	250
17706809	17724691	300
17724691	17737969	350
17737969	17738130	400
17738130	17738355	450
17738355	17738660	500
17738660	17739064	550
17739064	17739599	600
17739599	17740315	650
17740315	17741604	700
17741604	17929439	750
17929439	18012518	800
18012518	18013677	750
18013677	18034011	800
18034011	18037067	750
18037067	18078550	800
18078550	18087081	850
18087081	18088038	800
18088038	18105319	850
18105319	18147672	800
18147672	18168772	850
18168772	18266554	900
18266554	18283431	850
18283431	18303368	900
18303368	18306388	850
18306388	18321816	900
18321816	18324751	850
18324751	18328059	900
18328059	18329083	850
18329083	18336849	900
18336849	18359633	850
18359633	18362440	900
18362440	18362752	850
18362752	18369858	900
18369858	18383430	850
18383430	18385852	900
18385852	18388279	850
18388279	18389528	900
18389528	18391519	850
18391519	18392327	900
18392327	18395871	850
18395871	18441497	800
18441497	18447823	750
18447823	18454755	800
18454755	18493060	750
18493060	18516035	800
18516035	18528213	750
18528213	18549489	800
18549489	18554169	750
18554169	18602232	700
18602232	18635173	650
18635173	18678493	600
18678493	18861795	550
18861795	18879921	600
18879921	18887266	650
18887266	18891448	700
18891448	18897578	750
18897578	19023891	800
19023891	19034001	750
19034001	19042423	800
19042423	19054797	750
19054797	19110816	700
19110816	19146971	650
19146971	19169019	600
19169019	19234038	550
19234038	19335250	500
19335250	19352521	450
19352521	19414630	400
19414630	19421179	450
19421179	19425970	500
19425970	19454439	550
19454439	19464898	600
19464898	19488221	550
19488221	19508480	600
19508480	19572430	550
19572430	19603075	500
19603075	19615408	450
19615408	19639574	500
19639574	19647573	450
19647573	19660985	400
19660985	19723085	350
19723085	19732827	400
19732827	19735598	350
19735598	19744554	400
19744554	19750975	350
19750975	19790202	400
19790202	19802488	450
19802488	19811131	500
19811131	19824159	550
19824159	19831402	600
19831402	19852392	650
19852392	19875382	700
19875382	19879616	750
19879616	19897915	800
19897915	19940412	750
19940412	19954766	700
19954766	20001382	650
20001382	20017043	700
20017043	20026692	750
20026692	20032834	800
20032834	20094128	850
20094128	20104181	900
20104181	20156866	850
20156866	20227041	900
20227041	20234241	850
20234241	20266494	800
20266494	20297500	750
20297500	20317485	800
20317485	20341475	850
20341475	20346581	900
20346581	20352156	850
20352156	20393898	900
20393898	20396499	850
20396499	20417490	900
20417490	20423082	850
20423082	20425338	900
20425338	20490059	850
20490059	20492062	800
20492062	20492149	850
20492149	20539718	800
20539718	20560131	850
20560131	20561480	800
20561480	20582096	850
20582096	20586517	900
20586517	20597066	850
20597066	20599150	800
20599150	20612936	850
20612936	20619891	800
20619891	20621952	850
20621952	20631104	800
20631104	20642359	850
20642359	20660138	800
20660138	20669327	850
20669327	20697530	900
20697530	20699940	850
20699940	20708540	800
