0	15963028	950
209562	220568	900
220568	222095	950
222095	226393	900
226393	355711	950
355711	382551	900
382551	401586	950
401586	423778	900
423778	426712	850
426712	430093	900
430093	475219	950
475219	475788	900
475788	765043	950
765043	768567	900
768567	792638	950
792638	794792	900
794792	1109021	950
1109021	1109363	900
1109363	1241579	950
1241579	1242854	900
1242854	1243565	950
1243565	1244718	900
1244718	1312195	950
1312195	1315427	900
1315427	1326429	950
1326429	1393262	900
1393262	1393847	850
1393847	1416136	900
1416136	1416794	950
1416794	1420698	900
1420698	2915231	950
2915231	2915857	900
2915857	2916690	950
2916690	2917006	900
2917006	2919328	950
2919328	2919514	900
2919514	3005259	950
3005259	3005719	900
3005719	3008415	950
3008415	3009656	900
3009656	3011500	950
3011500	3011817	900
3011817	3012967	950
3012967	3014623	900
3014623	3025896	950
3025896	3072372	900
3072372	3075067	850
3075067	3082766	900
3082766	3113215	950
3113215	3115993	900
3115993	3141467	950
3141467	3145348	900
3145348	3150647	850
3150647	3198626	800
3198626	3214475	850
3214475	3221016	900
3221016	3781876	950
3781876	3783899	900
3783899	3788245	950
3788245	3790020	900
3790020	3800089	950
3800089	3801805	900
3801805	3815885	950
3815885	3835221	900
3835221	3835366	850
3835366	3838768	900
3838768	3852344	850
3852344	3858820	800
3858820	3860717	750
3860717	3866713	700
3866713	3871697	750
3871697	3880634	800
3880634	3924304	850
3924304	4041744	900
4041744	4043833	950
4043833	4051866	900
4051866	4060104	950
4060104	4065456	900
4065456	4070287	950
4070287	4071855	900
4071855	4097180	950
4097180	4120307	900
4120307	4140145	950
4140145	4143401	900
4143401	4152280	950
4152280	4170214	900
4170214	4182789	950
4182789	4236280	900
4236280	4236962	950
4236962	4238253	900
4238253	4238810	950
4238810	4312946	900
4312946	4361089	950
4361089	4397476	900
4397476	4426329	950
4426329	4426838	900
4426838	4428799	950
4428799	4539284	900
4539284	4639861	950
4639861	4675934	900
4675934	4726161	850
4726161	4726769	800
4726769	4754494	850
4754494	4819526	900
4819526	4821327	950
4821327	4824367	900
4824367	4826384	950
4826384	4829497	900
4829497	4852003	950
4852003	4855113	900
4855113	4880759	850
4880759	4911367	900
4911367	4915737	950
4915737	4932928	900
4932928	4952597	950
4952597	4992654	900
4992654	4998047	850
4998047	5002198	800
5002198	5006200	850
5006200	5031169	900
5031169	5128268	950
5128268	5138013	900
5138013	5146401	850
5146401	5171310	800
5171310	5189912	750
5189912	5200764	700
5200764	5227730	750
5227730	5236432	800
5236432	5243766	850
5243766	5253843	900
5253843	6526045	950
6526045	6550321	900
6550321	6878225	950
6878225	6878505	900
6878505	6925334	950
6925334	6926406	900
6926406	7107556	950
7107556	7108722	900
7108722	7108838	950
7108838	7109156	900
7109156	7141387	950
7141387	7143821	900
7143821	7151765	950
7151765	7152718	900
7152718	7159204	950
7159204	7178343	900
7178343	7182640	950
7182640	7183987	900
7183987	7221224	950
7221224	7225133	900
7225133	7246594	950
7246594	7252625	900
7252625	7282870	950
7282870	7283508	900
7283508	7299177	950
7299177	7328393	900
7328393	7416525	950
7416525	7476383	900
7476383	7520137	950
7520137	7520994	900
7520994	7526775	950
7526775	7531022	900
7531022	7548855	950
7548855	7566505	900
7566505	7574601	950
7574601	7588111	900
7588111	7594704	850
7594704	7595584	800
7595584	7595670	850
7595670	7596146	800
7596146	7600947	850
7600947	7649150	900
7649150	7662402	950
7662402	7662840	900
7662840	7663189	950
7663189	7663458	900
7663458	7664456	950
7664456	7682141	900
7682141	7695298	850
7695298	7714448	800
7714448	7782409	850
7782409	7796540	900
7796540	7815750	950
7815750	7816350	900
7816350	7940569	950
7940569	7949512	900
7949512	7970470	950
7970470	7975333	900
7975333	7978432	950
7978432	7980855	900
7980855	7992437	950
7992437	7992859	900
7992859	8477205	950
8477205	8477596	900
8477596	8494054	950
8494054	8564459	900
8564459	8566079	850
8566079	8606592	900
8606592	8748203	950
8748203	8783960	900
8783960	8784914	850
8784914	8853896	900
8853896	8886258	850
8886258	8904888	800
8904888	8992188	750
8992188	9002593	700
9002593	9005050	750
9005050	9045114	800
9045114	9049640	850
9049640	9052426	800
9052426	9077836	850
9077836	9260803	900
9260803	9269241	850
9269241	9283375	900
9283375	9283769	850
9283769	9293617	900
9293617	9312183	850
9312183	9318612	900
9318612	9332446	850
9332446	9339614	800
9339614	9351002	750
9351002	9354032	700
9354032	9355843	650
9355843	9367464	600
9367464	9377033	550
9377033	9382111	500
9382111	9413809	450
9413809	9416034	400
9416034	9427910	350
9427910	9444270	300
9444270	9462678	250
9462678	9475271	300
9475271	9496172	350
9496172	9501821	400
9501821	9505749	450
9505749	9511555	500
9511555	9515355	550
9515355	9516020	600
9516020	9517105	650
9517105	9519106	700
9519106	9590679	750
9590679	9631515	800
9631515	9635039	750
9635039	9684943	700
9684943	9695907	650
9695907	9726915	700
9726915	9734104	650
9734104	9744724	600
9744724	9749408	550
9749408	9753982	500
9753982	9758470	450
9758470	9768562	400
9768562	9826075	450
9826075	9841251	500
9841251	9856227	550
9856227	9863652	600
9863652	9893081	650
9893081	9931391	600
9931391	9944034	650
9944034	9946484	600
9946484	9949664	550
9949664	9956239	500
9956239	9959652	450
9959652	9976449	400
9976449	10045986	350
10045986	10107371	300
10107371	10136868	350
10136868	10146883	400
10146883	10154472	450
10154472	10168846	500
10168846	10177935	550
10177935	10180532	600
10180532	10195934	650
10195934	10291697	700
10291697	10296628	650
10296628	10314536	700
10314536	10342241	650
10342241	10345985	600
10345985	10349167	650
10349167	10351638	700
10351638	10355928	750
10355928	10426487	800
10426487	10492882	850
10492882	10607424	900
10607424	10805285	950
10805285	10911139	900
10911139	10918048	950
10918048	10919589	900
10919589	10926496	950
10926496	10931927	900
10931927	10936530	950
10936530	10948707	900
10948707	10956838	950
10956838	10958102	900
10958102	11004055	950
11004055	11012094	900
11012094	11013263	950
11013263	11032821	900
11032821	11039554	850
11039554	11055416	900
11055416	11056081	850
11056081	11071122	900
