65430	65486	+
65641	66175	+
238278	238746	+
239325	239775	+
286295	286375	+
288250	290282	+
361365	361550	+
367641	367747	+
369849	370037	+
382476	382599	+
383594	383765	+
384666	384714	+
386271	386392	+
391041	391226	+
396322	396454	+
401966	402107	+
403381	403493	+
404899	405706	+
407632	407798	+
419500	419625	+
423861	423963	+
424156	424415	+
425498	425569	+
427385	427478	-
430934	431157	+
432383	432499	+
432637	432842	+
433357	433480	+
436375	436555	+
439909	440068	+
440699	440831	+
443308	443381	+
447177	451097	+
633787	633866	+
791897	791933	+
882397	882493	+
884058	887698	+
1134341	1134804	+
1189610	1189747	+
1262370	1262497	+
1269501	1269677	+
1320096	1320192	+
1337284	1337488	+
1339572	1339675	+
1363333	1363518	+
1367498	1367635	+
1369140	1369270	+
1371468	1371619	+
1394007	1394135	+
1413982	1414158	+
1414521	1414639	+
1415287	1415446	+
1415607	1415757	+
1418688	1418759	+
1424625	1424860	+
1424976	1425092	+
1427294	1427481	+
1443116	1443229	+
1444001	1444170	+
1445001	1445292	+
2140549	2140662	+
2142241	2142323	+
2152092	2152316	-
2174044	2174134	-
2185813	2185925	-
2280512	2280752	+
2380861	2380917	+
2613099	2613242	+
2777898	2778025	+
2787205	2787381	+
2861169	2861265	+
2908435	2908633	+
2924828	2924931	+
2928723	2928908	+
2933898	2933944	+
2942368	2942505	+
2944559	2944689	+
2967312	2967463	+
3030028	3030156	+
3067785	3067961	+
3072538	3072659	+
3076315	3076474	+
3078862	3079012	+
3080616	3080687	+
3081344	3082066	-
3082728	3082838	-
3083993	3084106	+
3084596	3084847	-
3085275	3085388	+
3095490	3095659	+
3097803	3099645	+
3102750	3102829	-
3108007	3111995	-
3116465	3116550	-
3118214	3118311	-
3131856	3131940	-
3133493	3134046	-
3136982	3137128	-
3139553	3139741	-
3139820	3139974	-
3143375	3143514	-
3144358	3144504	-
3146586	3146671	-
3147151	3147220	-
3150233	3150375	-
3151628	3152058	-
3168599	3168674	+
3170697	3170872	+
3178943	3179137	+
3182193	3182332	+
3186267	3186394	+
3188113	3188307	+
3189133	3189387	+
3189589	3190706	+
3191316	3192729	-
3194139	3194271	-
3195107	3195172	-
3195643	3195759	-
3196430	3196515	-
3197902	3197965	-
3209317	3209477	-
3214459	3214609	-
3215742	3215945	-
3216846	3216950	-
3221304	3221401	-
3841120	3841603	+
3886047	3889387	+
4344987	4345210	+
4345296	4345552	+
4354581	4355445	+
4357895	4358949	+
4402828	4403938	-
4418013	4418073	-
4452548	4452662	-
4458811	4458926	-
4459693	4459816	-
4461747	4461830	-
4490949	4491024	-
4494559	4494733	-
4508659	4508966	-
4532000	4533052	-
4534467	4534847	-
4535031	4535289	+
4536114	4536190	+
4558159	4558267	+
4562707	4562778	+
4669446	4669562	+
4681067	4681154	+
4683776	4683935	+
4685819	4685918	+
4687070	4687154	+
4687265	4687412	+
4693806	4693902	+
4695525	4695570	+
4699807	4699962	+
4702671	4702771	+
4703765	4703926	+
4704748	4704890	+
4706821	4706980	+
4709060	4709233	+
4711337	4711457	+
4712412	4712610	+
4714819	4715071	+
4715885	4716027	+
4716751	4716932	+
4718297	4718485	+
4722236	4722375	+
4723047	4723102	+
4725069	4725235	+
4725311	4725482	+
4725964	4726030	+
4726752	4726890	+
4730178	4730304	+
4732827	4733028	+
4735173	4735425	+
4738830	4738956	+
4741496	4741625	+
4744513	4744634	+
4747850	4748035	+
4752008	4752157	+
4753440	4753552	+
4759050	4759083	+
4767229	4767265	+
4768809	4768857	+
4774771	4774904	+
4776847	4777038	+
4790877	4791694	-
4792629	4793274	-
4808213	4808394	+
4810194	4810448	+
4816925	4817126	+
4818947	4819058	+
4821233	4821329	+
4824302	4824425	+
4825499	4825604	+
4829630	4829823	+
4836748	4836871	+
4842108	4842284	+
4847786	4847951	+
4852948	4853144	+
4854825	4854918	+
4856106	4856246	+
4856736	4856902	+
4859765	4859926	+
4878457	4878619	+
4887822	4889524	+
4938492	4940384	-
4942225	4942382	-
4948060	4948186	-
4991243	4991383	-
5021096	5021716	+
5021985	5022093	+
5023076	5023200	+
5024520	5026865	+
5163929	5164273	+
5212187	5212268	+
5213834	5213908	+
5214331	5214425	+
5215701	5215769	+
5216028	5216099	+
5220348	5222601	+
5229358	5229999	+
5236893	5236966	+
5241276	5241380	+
5243437	5243609	+
5244650	5244834	+
5246751	5246926	+
5248837	5248958	+
5249777	5249948	+
5251859	5251933	+
5252804	5252901	+
5255003	5255207	+
5257513	5261650	+
5291861	5291940	-
6674044	6674266	-
6676773	6676884	-
6772858	6773075	-
6778426	6778524	-
6832739	6832828	-
6847075	6847136	-
6902801	6903594	+
7188138	7188355	+
7340370	7340512	+
7348184	7348339	+
7456709	7456850	+
7494293	7494494	+
7503269	7503409	+
7561427	7561702	-
7561850	7561967	-
7576933	7576971	-
7620108	7621044	+
7721735	7721982	+
7728043	7728135	+
7782043	7783218	+
7994491	7996509	-
7996996	7997153	-
8033912	8033989	-
8057563	8057994	-
8262833	8264406	-
8536366	8536452	-
8540235	8540535	-
8543156	8543344	-
8543492	8543666	+
8574422	8574511	+
8578870	8579126	+
8590253	8590589	+
8591559	8592961	+
8607117	8607333	+
8609125	8609811	+
8613467	8616354	+
8661085	8661700	-
8665234	8665342	-
8667227	8667333	-
8667914	8668007	-
8669383	8669469	-
8671349	8671412	-
8672490	8672615	-
8673734	8673795	-
8675351	8675481	-
8676083	8676331	-
8676985	8677067	-
8677444	8677543	-
8686416	8686484	-
8693675	8693764	-
8775485	8775676	+
8787211	8788451	+
8792094	8794910	-
8808951	8810015	-
8810181	8810277	-
8810916	8811300	-
8918879	8923143	-
8932072	8932135	-
8940577	8940731	-
8944063	8944204	-
8953995	8954056	-
8955327	8955404	-
8977554	8977739	-
8981237	8981337	-
8983150	8983488	-
8988903	8988974	-
8990192	8990254	-
9000603	9000685	-
9005018	9005159	-
9022275	9027616	-
9032195	9032523	-
9034589	9034739	-
9036026	9036207	-
9051991	9052071	-
9054991	9055219	-
9055420	9055526	-
9057280	9057415	-
9066944	9067022	-
