68350	68408	+
76645	77296	+
123193	123327	+
126055	126392	+
138110	138234	+
139414	139804	+
168526	168759	-
170215	170264	-
207898	207987	+
209918	210527	+
238376	238477	+
239717	241736	+
251503	251908	-
256608	256727	-
257433	257520	-
257684	257786	-
257866	258024	-
258970	259070	-
259812	259971	-
264603	264722	-
270199	270317	-
270899	270948	-
271227	271419	-
278203	280963	+
300330	301425	-
303021	303209	-
305785	305896	-
306214	310872	+
327369	327786	+
329892	330007	+
330281	330476	+
333853	335512	+
361272	361813	+
361938	362144	+
363076	363270	+
368654	368945	+
371930	372223	+
376841	378203	+
388708	389423	+
390524	390669	+
398169	398263	+
398375	398574	+
399990	400112	+
400201	400375	+
401514	401675	+
402770	402882	+
407956	408136	+
409134	409233	+
409594	409738	+
410993	411610	+
416120	416614	-
418083	418242	-
419193	419485	-
419751	419939	-
420891	421033	-
422231	422333	-
422500	422687	-
425693	425774	-
428532	428718	-
442979	443197	-
463337	464720	-
467019	467106	-
468070	468219	-
469321	469422	-
470423	470525	-
472897	473008	-
476362	476446	-
478364	478424	-
479898	479949	-
480476	480578	-
485761	485873	-
489094	489304	-
508576	508693	-
524315	524482	-
584636	585309	-
590356	590910	-
627267	629561	-
633619	634014	-
642239	645105	-
656112	656823	-
740723	741882	-
742344	742468	-
744141	744647	-
745851	746469	-
748940	749228	-
814339	814594	+
816710	816757	+
820097	820206	+
821917	821959	+
825250	826922	+
853296	853763	-
854926	855057	-
858803	858970	-
860389	860491	-
861813	861929	-
865720	865968	-
868960	869082	-
870855	871011	-
896548	896960	-
939095	941109	-
944577	944763	-
947816	947957	-
948592	948781	-
982728	982907	-
1093905	1094052	+
1099239	1099545	+
1106140	1106293	+
1108068	1108151	+
1115763	1115949	+
1143773	1143827	+
1144961	1145120	+
1145672	1148426	+
1161214	1162231	-
1164414	1165117	-
1184097	1184295	+
1187512	1188918	+
1206763	1206824	+
1209065	1209241	+
1210523	1210653	+
1212169	1212263	+
1214728	1214835	+
1218687	1218858	+
1219955	1220051	+
1220964	1221078	+
1223262	1223489	+
1223740	1223840	+
1224689	1224814	+
1226853	1226949	+
1229269	1229347	+
1234912	1235145	+
1246959	1247041	+
1247297	1247404	+
1276968	1277065	+
1277788	1277896	+
1281205	1281355	+
1285521	1289971	+
1290554	1291139	-
1291443	1291535	-
1292980	1293152	-
1293230	1293406	-
1293983	1294142	-
1298961	1299062	-
1300233	1300303	-
