149717	155461	+
192968	300740	+
330135	331454	+
419390	422845	+
536896	559481	-
560027	564869	+
588833	826116	-
855193	914557	+
916190	936071	+
937536	960526	-
1004485	1015235	-
1022834	1029276	+
1036622	1177893	-
1192542	1199855	-
1200009	1205594	+
1272653	1276613	+
1473994	1499109	-
1509912	1544018	-
1570367	1596066	+
1606969	1609668	-
1609708	1629261	+
1654105	1656328	+
1748797	1787590	+
1855427	2272583	-
2273925	2281833	-
2281856	2290780	+
2291404	2354110	-
2394473	2420377	+
2443194	2474216	+
2477397	2487485	+
2514771	2516017	-
2552162	2568063	+
2577443	2595392	-
2598605	2654368	+
2671602	2704436	+
2719155	2755070	+
2767740	2883959	-
2945709	3083579	-
3180564	3198206	-
3341079	4308631	+
4721929	4811074	+
4815261	4834026	+
4838739	4923335	-
4931875	4998844	-
5013615	5037800	+
5085451	5112854	+
5160940	5184177	-
5229834	5273486	+
5322560	5343704	+
5346422	5463177	-
5515427	5553399	-
5566778	5570232	-
5632435	5646287	+
5659671	5821361	-
5862790	5894066	+
5920428	5925994	+
5938340	5965603	+
5965776	6010314	-
6012869	6048737	-
6048881	6098860	+
6144549	6201195	+
6201411	6312242	-
6369039	6388590	-
6414125	6443598	+
6448746	6487643	-
6500711	6523849	-
6536408	6591067	-
6617064	6628610	+
6629914	6648355	+
6655526	6663921	+
6676952	6697910	+
6728063	6746566	-
6774935	6791232	+
6793739	6838396	+
6838565	6865926	-
7115400	7136417	-
7222245	7288280	+
7294784	7317700	+
7398243	7575460	-
7589734	7605696	-
7606615	7647110	+
7676574	7918851	-
7989469	8128709	-
8152814	8382911	-
8473584	8792593	+
9673899	9675447	+
10971579	10979813	-
11013498	11147376	+
11410061	11871824	-
12250847	12276890	+
12370508	12443852	-
12610202	12693228	+
12726451	12730558	+
13930855	14030327	-
14184673	14881075	-
15239942	15601640	-
15650836	15726308	-
15728002	15736517	+
16127151	16460947	-
16501105	16505474	-
16566504	16621114	+
16639400	16685442	-
16685758	16746148	+
16793350	16824161	+
16832263	16844738	-
16899029	16921613	-
17338275	17385775	+
17414540	17598533	+
17830384	17980131	-
18066399	18067486	-
18126571	19036992	+
19155090	19157295	-
19184404	19185044	-
19735084	19748660	-
19758937	19812404	-
19958603	20257013	-
20336330	20351335	+
20367923	20455382	-
20655244	20796637	+
20821893	20826508	-
20866916	20867439	+
21467688	21554151	+
21582832	21985542	+
22157907	22396533	-
22459062	22539901	-
22602955	22613617	+
22689578	22705152	-
22766765	22771621	+
22852250	22862471	-
22896231	22896305	+
22980877	23053770	-
23140846	23145322	-
23145352	23215038	+
23221445	23240630	+
23286315	23314729	+
23338939	23349180	+
23349827	23509995	-
23530006	23531031	+
23544400	23571660	-
23624334	23626146	-
23636997	23684327	+
23719732	23742269	+
23749785	23872130	+
24323806	24331484	+
24613084	24727498	+
24737973	24797639	-
24836155	24932240	-
25158269	25164980	-
25174315	25219817	-
25264190	25268105	-
25880600	25880630	-
25989538	25989606	-
26191846	26226756	+
26229555	26240413	-
26240830	26253227	+
26331514	26413949	+
26443107	26535986	+
26572739	26578444	-
26677489	26686924	+
26706687	26904341	-
27132613	27135625	-
27135712	27139877	+
27139972	27142394	-
27145808	27159214	-
27161537	27170399	+
27179982	27196296	+
27202056	27205149	-
27208517	27219880	+
27220775	27224835	-
27225026	27228912	+
27236498	27239725	-
27240039	27246878	+
27281047	27286848	-
27565058	27702620	-
27778991	27869386	+
27870192	28280996	-
28338939	28865511	+
