1:1121210	1	2.8963	1121210	0.0000	0.0000	1	0	0	0.0043	0.0049	0.0100	0.0000	0.0000	0	0.0100	100	850
1:1254166	1	3.0111	1254166	0.0000	0.0000	1	0	0	0.0025	0.0024	0.0100	0.0000	0.0000	0	0.0100	100	700
1:1718271	1	3.5391	1718271	0.0000	0.0000	1	0	0	0.0003	0.0003	0.0100	0.0000	0.0000	0	0.0100	100	600
1:1820213	1	3.5440	1820213	0.0000	0.0114	2	0	0	0.0002	0.0003	0.0200	0.0000	0.0000	0	0.0200	100	700
1:1836182	1	3.5499	1836182	0.0000	0.0000	1	0	0	0.0009	0.0010	0.0100	0.0000	0.0000	0	0.0100	100	750
1:1921745	1	3.8466	1921745	0.0000	0.0000	1	0	0	0.0162	0.0154	0.0100	0.0000	0.0000	0	0.0100	100	900
1:2029207	1	4.4190	2029207	0.0000	0.0682	9	0	0	0.0039	0.0029	0.0900	0.0000	0.0000	0	0.0900	100	900
1:2078444	1	4.4635	2078444	0.0000	0.0227	17	0	0	0.0002	0.0004	0.1700	0.0000	0.0000	0	0.1700	100	800
1:2219613	1	4.6119	2219613	0.0000	0.1705	6	0	0	0.0090	0.0060	0.0600	0.0000	0.0000	0	0.0600	100	900
1:2239652	1	4.6630	2239652	0.0000	0.0000	2	0	0	0.0042	0.0039	0.0200	0.0000	0.0000	0	0.0200	100	850
1:2269645	1	4.7249	2269645	0.0000	0.0000	1	0	0	0.0057	0.0054	0.0100	0.0000	0.0000	0	0.0100	100	900
1:2374431	1	5.2044	2374431	0.0000	0.1250	12	0	0	0.0049	0.0056	0.1200	0.0000	0.0000	0	0.1200	100	950
1:2406815	1	5.2292	2406815	0.0000	0.0000	1	0	0	0.0000	0.0000	0.0100	0.0000	0.0000	0	0.0100	100	900
1:2521430	1	5.2292	2521430	0.0000	0.1705	6	0	0	0.0000	0.0000	0.0600	0.0000	0.0000	0	0.0600	100	800
1:2730635	1	5.2376	2730635	0.0000	0.0000	1	0	0	0.0011	0.0010	0.0100	0.0000	0.0000	0	0.0100	100	900
1:3168174	1	6.6978	3168174	0.0000	0.0000	4	0	0	0.0038	0.0062	0.0400	0.0000	0.0000	0	0.0400	100	950
1:3472695	1	7.7314	3472695	0.0000	0.0000	2	0	0	0.0099	0.0099	0.0200	0.0000	0.0000	0	0.0200	100	950
1:3692750	1	8.7553	3692750	0.0000	0.1023	2	0	0	0.0003	0.0013	0.0200	0.0000	0.0000	0	0.0200	100	850
1:3693225	1	8.7555	3693225	0.0000	0.1477	2	0	0	0.0003	0.0011	0.0200	0.0000	0.0000	0	0.0200	100	850
1:3724803	1	8.7655	3724803	0.0000	0.0714	1	0	0	0.0001	0.0003	0.0100	0.0000	0.0000	0	0.0100	100	800
1:3823474	1	8.9260	3823474	0.0000	0.0000	4	0	0	0.0038	0.0023	0.0400	0.0000	0.0000	0	0.0400	100	900
1:3839080	1	8.9369	3839080	0.0000	0.0795	2	0	0	0.0009	0.0014	0.0200	0.0000	0.0000	0	0.0200	100	900
1:4130601	1	9.6642	4130601	0.0000	0.2045	7	0	0	0.0007	0.0020	0.0700	0.0000	0.0000	0	0.0700	100	900
