1:931548	1	2.5229	931548	0.0000	0.0909	4	0	0	0.0086	0.0107	0.0690	0.0000	0.0000	0	0.0690	58	900
1:1776020	1	3.5426	1776020	0.0000	0.0000	1	0	0	0.0001	0.0001	0.0172	0.0000	0.0000	0	0.0172	58	700
1:1777889	1	3.5428	1777889	0.0000	0.0000	1	0	0	0.0000	0.0001	0.0172	0.0000	0.0000	0	0.0172	58	700
1:1922907	1	3.8560	1922907	0.0000	0.5000	3	0	0	0.0113	0.0162	0.0517	0.0000	0.0000	0	0.0517	58	900
1:1971046	1	4.2462	1971046	0.0000	0.0000	2	0	0	0.0184	0.0192	0.0345	0.0000	0.0000	0	0.0345	58	900
1:1994821	1	4.3661	1994821	0.0000	0.0227	6	0	0	0.0079	0.0065	0.1034	0.0000	0.0000	0	0.1034	58	900
1:2059012	1	4.4528	2059012	0.0000	0.0000	3	0	0	0.0007	0.0007	0.0517	0.0000	0.0000	0	0.0517	58	850
1:2191500	1	4.5014	2191500	0.0000	0.0000	6	0	0	0.0016	0.0017	0.1034	0.0000	0.0000	0	0.1034	58	900
1:2491060	1	5.2292	2491060	0.0000	0.1364	1	0	0	0.0000	0.0000	0.0172	0.0000	0.0000	0	0.0172	58	800
1:3088248	1	6.2184	3088248	0.0000	0.0227	3	0	0	0.0063	0.0065	0.0517	0.0000	0.0000	0	0.0517	58	950
1:3699568	1	8.7587	3699568	0.0000	0.6591	3	0	0	0.0003	0.0008	0.0517	0.0000	0.0000	0	0.0517	58	850
1:3739129	1	8.7682	3739129	1.0000	0.0227	6	0	0	0.0019	0.0003	0.1034	0.0000	0.0000	0	0.1034	58	800
1:3795368	1	8.8815	3795368	1.0000	0.2500	4	0	0	0.0022	0.0029	0.0690	0.0000	0.0000	0	0.0690	58	950
1:4093555	1	9.5244	4093555	0.0000	0.1136	2	0	0	0.0008	0.0012	0.0345	0.0000	0.0000	0	0.0345	58	900
1:4231796	1	9.9232	4231796	1.0000	0.3409	3	0	0	0.0026	0.0018	0.0517	0.0000	0.0000	0	0.0517	58	900
1:4258551	1	9.9462	4258551	0.0000	0.0000	2	0	0	0.0056	0.0046	0.0345	0.0000	0.0000	0	0.0345	58	900
1:4277602	1	9.9609	4277602	1.0000	0.0227	2	0	0	0.0084	0.0055	0.0345	0.0000	0.0000	0	0.0345	58	900
1:4371863	1	10.4294	4371863	0.0000	0.1818	5	0	0	0.0034	0.0039	0.0862	0.0000	0.0000	0	0.0862	58	900
1:4469868	1	10.6480	4469868	0.0000	0.3182	1	0	0	0.0017	0.0014	0.0172	0.0000	0.0000	0	0.0172	58	900
1:4474953	1	10.6497	4474953	0.0000	0.0000	1	0	0	0.0018	0.0013	0.0172	0.0000	0.0000	0	0.0172	58	900
1:4541043	1	10.8065	4541043	0.0000	0.1705	8	0	0	0.0055	0.0039	0.1379	0.0000	0.0000	0	0.1379	58	900
1:4614512	1	10.9433	4614512	0.0000	0.1818	1	0	0	0.0019	0.0015	0.0172	0.0000	0.0000	0	0.0172	58	900
1:4746636	1	11.2114	4746636	0.0000	0.2955	8	0	0	0.0024	0.0031	0.1379	0.0000	0.0000	0	0.1379	58	900
