1:1854192	1	3.5649	1854192	0.0000	0.0000	2	0	0	0.0004	0.0004	0.0370	0.0000	0.0000	0	0.0370	54	800
1:2138550	1	4.4711	2138550	0.0000	0.0000	1	0	0	0.0013	0.0018	0.0185	0.0000	0.0000	0	0.0185	54	850
1:2224282	1	4.6479	2224282	0.0000	0.0455	2	0	0	0.0040	0.0051	0.0370	0.0000	0.0000	0	0.0370	54	900
1:3172702	1	6.7253	3172702	0.0000	0.0455	4	0	0	0.0046	0.0055	0.0741	0.0000	0.0000	0	0.0741	54	950
1:3514252	1	7.9964	3514252	0.0000	0.0000	2	0	0	0.0138	0.0128	0.0370	0.0000	0.0000	0	0.0370	54	950
1:4406879	1	10.6144	4406879	0.0000	0.0000	2	0	0	0.0024	0.0008	0.0370	0.0000	0.0000	0	0.0370	54	900
1:5017652	1	11.9629	5017652	0.0000	0.0568	5	0	0	0.0019	0.0024	0.0926	0.0000	0.0000	0	0.0926	54	950
1:5723643	1	14.4341	5723643	0.0000	0.3295	2	0	0	0.0065	0.0046	0.0370	0.0000	0.0000	0	0.0370	54	900
1:6397372	1	16.1023	6397372	0.0000	0.4432	2	0	0	0.0004	0.0004	0.0370	0.0000	0.0000	0	0.0370	54	800
1:8353448	1	18.9523	8353448	0.0000	0.0000	1	0	0	0.0079	0.0091	0.0185	0.0000	0.0000	0	0.0185	54	850
1:8604158	1	19.1162	8604158	0.0000	0.0000	1	0	0	0.0000	0.0000	0.0185	0.0000	0.0000	0	0.0185	54	500
1:9357724	1	20.3127	9357724	0.0000	0.0114	1	0	0	0.0090	0.0082	0.0185	0.0000	0.0000	0	0.0185	54	900
1:9852763	1	21.4595	9852763	0.0000	0.0227	3	0	0	0.0013	0.0001	0.0556	0.0000	0.0000	0	0.0556	54	600
1:10195185	1	21.7431	10195185	0.0000	0.0000	2	0	0	0.0005	0.0005	0.0370	0.0000	0.0000	0	0.0370	54	450
1:10386323	1	21.7841	10386323	0.0000	0.0000	1	0	0	0.0000	0.0000	0.0185	0.0000	0.0000	0	0.0185	54	200
1:10570905	1	21.8652	10570905	0.0000	0.0000	1	0	0	0.0009	0.0011	0.0185	0.0000	0.0000	0	0.0185	54	600
1:10809233	1	22.4872	10809233	0.0000	0.0000	1	0	0	0.2861	0.0210	0.0185	0.0000	0.0000	0	0.0000	53	900
1:11036961	1	23.5284	11036961	0.0000	0.0000	1	0	0	0.0019	0.0016	0.0185	0.0000	0.0000	0	0.0185	54	800
1:11789038	1	24.6400	11789038	0.0000	0.0000	1	0	0	0.0099	0.0088	0.0185	0.0000	0.0000	0	0.0185	54	850
1:12332510	1	26.1544	12332510	0.0000	0.0000	1	0	0	0.0001	0.0001	0.0185	0.0000	0.0000	0	0.0185	54	200
1:14411160	1	30.0101	14411160	0.0000	0.0000	1	0	0	0.0032	0.0031	0.0185	0.0000	0.0000	0	0.0185	54	950
1:15707775	1	33.8252	15707775	0.0000	0.0000	1	0	0	0.0020	0.0038	0.0185	0.0000	0.0000	0	0.0185	54	750
1:16329360	1	34.2629	16329360	0.0000	0.0000	2	0	0	0.0001	0.0001	0.0370	0.0000	0.0000	0	0.0370	54	450
1:17572714	1	36.3991	17572714	0.0000	0.1250	2	0	0	0.0014	0.0024	0.0370	0.0000	0.0000	0	0.0370	54	850
1:18224297	1	37.8016	18224297	0.0000	0.0000	1	0	0	0.0013	0.0015	0.0185	0.0000	0.0000	0	0.0185	54	950
1:18783742	1	39.6540	18783742	0.0000	0.2386	3	0	0	0.0085	0.0074	0.0556	0.0000	0.0000	0	0.0556	54	900
1:18924171	1	40.1273	18924171	0.0000	0.0114	3	0	0	0.0052	0.0056	0.0556	0.0000	0.0000	0	0.0556	54	900
1:19002059	1	40.2239	19002059	0.0000	0.0000	5	0	0	0.0022	0.0041	0.0926	0.0000	0.0000	0	0.0926	54	900
1:19264576	1	41.8521	19264576	0.0000	0.0000	1	0	0	0.0044	0.0052	0.0185	0.0000	0.0000	0	0.0185	54	700
1:20766157	1	44.5813	20766157	0.0000	0.0000	1	0	0	0.0051	0.0043	0.0185	0.0000	0.0000	0	0.0185	54	850
1:20892243	1	44.7474	20892243	0.0000	0.0000	1	0	0	0.0013	0.0021	0.0185	0.0000	0.0000	0	0.0185	54	800
1:22078410	1	45.8830	22078410	0.0000	0.1250	1	0	0	0.0001	0.0010	0.0185	0.0000	0.0000	0	0.0185	54	550
1:22814276	1	46.9404	22814276	0.0000	0.0000	1	0	0	0.2316	0.0049	0.0185	0.0000	0.0000	0	0.0000	53	400
1:23179312	1	47.5601	23179312	0.0000	0.0000	1	0	0	0.0041	0.0055	0.0185	0.0000	0.0000	0	0.0185	54	800
1:23369277	1	47.9186	23369277	0.0000	0.1136	1	0	0	0.0002	0.0007	0.0185	0.0000	0.0000	0	0.0185	54	200
1:23400239	1	47.9188	23400239	0.0000	0.0000	1	0	0	0.0002	0.0002	0.0185	0.0000	0.0000	0	0.0185	54	200
1:23981732	1	48.5051	23981732	0.0000	0.0000	2	0	0	0.0025	0.0024	0.0370	0.0000	0.0000	0	0.0370	54	700
1:24067144	1	48.5465	24067144	0.0000	0.0795	2	0	0	0.0004	0.0005	0.0370	0.0000	0.0000	0	0.0370	54	450
1:26131638	1	51.3632	26131638	0.0000	0.0000	1	0	0	0.0022	0.0019	0.0185	0.0000	0.0000	0	0.0185	54	550
1:27421799	1	52.3327	27421799	0.0000	0.0000	2	0	0	0.0008	0.0008	0.0370	0.0000	0.0000	0	0.0370	54	400
1:27901433	1	52.4875	27901433	0.0000	0.0000	2	0	0	0.0014	0.0014	0.0370	0.0000	0.0000	0	0.0370	54	350
1:27947149	1	52.5095	27947149	0.0000	0.0000	2	0	0	0.0033	0.0033	0.0370	0.0000	0.0000	0	0.0370	54	450
