1:1518299	1	3.2481	1518299	1.0000	0.0000	2	0	0	0.0092	0.0051	0.0130	0.0000	0.0000	0	0.0130	154	850
1:2016490	1	4.3977	2016490	0.0000	0.0000	4	0	0	0.0027	0.0037	0.0260	0.0000	0.0000	0	0.0260	154	900
1:2068186	1	4.4568	2068186	0.0000	0.0455	1	0	0	0.0011	0.0007	0.0065	0.0000	0.0000	0	0.0065	154	850
1:2111080	1	4.4655	2111080	0.0000	0.0000	3	0	0	0.0003	0.0004	0.0195	0.0000	0.0000	0	0.0195	154	800
1:2206690	1	4.5092	2206690	0.0000	0.0000	1	0	0	0.0052	0.0048	0.0065	0.0000	0.0000	0	0.0065	154	900
1:2431854	1	5.2292	2431854	0.0000	0.0000	3	0	0	0.0000	0.0000	0.0195	0.0000	0.0000	0	0.0195	154	800
1:2444126	1	5.2292	2444126	0.0000	0.0000	1	0	0	0.0000	0.0000	0.0065	0.0000	0.0000	0	0.0065	154	800
1:2473191	1	5.2292	2473191	0.0000	0.0000	1	0	0	0.0000	0.0000	0.0065	0.0000	0.0000	0	0.0065	154	800
1:2865363	1	5.4732	2865363	0.0000	0.0227	2	0	0	0.0008	0.0015	0.0130	0.0000	0.0000	0	0.0130	154	950
1:3015592	1	5.9195	3015592	0.0000	0.0227	12	0	0	0.0144	0.0165	0.0779	0.0000	0.0000	0	0.0779	154	950
1:3053968	1	6.0413	3053968	0.0000	0.0000	2	0	0	0.0139	0.0137	0.0130	0.0000	0.0000	0	0.0130	154	950
1:3098846	1	6.2217	3098846	0.0000	0.0682	3	0	0	0.0035	0.0072	0.0195	0.0000	0.0000	0	0.0195	154	950
1:3162043	1	6.5960	3162043	0.0000	0.0909	2	0	0	0.0059	0.0065	0.0130	0.0000	0.0000	0	0.0130	154	950
1:3385227	1	7.4543	3385227	0.0000	0.0227	7	0	0	0.0066	0.0023	0.0455	0.0000	0.0000	0	0.0455	154	950
1:3412254	1	7.5295	3412254	0.0000	0.0227	5	0	0	0.0048	0.0111	0.0325	0.0000	0.0000	0	0.0325	154	950
1:3460461	1	7.6392	3460461	1.0000	0.2159	11	0	0	0.0150	0.0150	0.0714	0.0000	0.0000	0	0.0714	154	950
1:4080778	1	9.4988	4080778	0.0000	0.0000	1	0	0	0.0021	0.0028	0.0065	0.0000	0.0000	0	0.0065	154	900
1:4199172	1	9.9006	4199172	0.0000	0.1477	7	0	0	0.0014	0.0019	0.0455	0.0000	0.0000	0	0.0455	154	900
1:4621464	1	10.9468	4621464	0.0000	0.0114	6	0	0	0.0015	0.0024	0.0390	0.0000	0.0000	0	0.0390	154	900
1:5067725	1	12.2119	5067725	0.0000	0.0909	1	0	0	0.0032	0.0023	0.0065	0.0000	0.0000	0	0.0065	154	950
1:5287462	1	12.7636	5287462	0.0000	0.1932	6	0	0	0.0005	0.0007	0.0390	0.0000	0.0000	0	0.0390	154	900
1:5310292	1	12.7852	5310292	0.0000	0.3864	16	0	0	0.0019	0.0016	0.1039	0.0000	0.0000	0	0.1039	154	900
1:5364470	1	13.1606	5364470	0.0000	0.0000	2	0	0	0.0045	0.0028	0.0130	0.0000	0.0000	0	0.0130	154	900
1:5496360	1	13.3578	5496360	0.0000	0.0114	1	0	0	0.0017	0.0026	0.0065	0.0000	0.0000	0	0.0065	154	900
1:5696117	1	14.2467	5696117	0.0000	0.3750	7	0	0	0.0008	0.0023	0.0455	0.0000	0.0000	0	0.0455	154	900
1:6328720	1	15.9846	6328720	0.0000	0.0000	1	0	0	0.0072	0.0065	0.0065	0.0000	0.0000	0	0.0065	154	850
1:7068098	1	16.5658	7068098	0.0000	0.0000	2	0	0	0.0016	0.0018	0.0130	0.0000	0.0000	0	0.0130	154	800
1:7168994	1	16.6407	7168994	0.0000	0.0000	1	0	0	0.0057	0.0053	0.0065	0.0000	0.0000	0	0.0065	154	850
1:7204574	1	16.7516	7204574	0.0000	0.0000	1	0	0	0.0018	0.0018	0.0065	0.0000	0.0000	0	0.0065	154	900
1:7218491	1	16.7585	7218491	0.0000	0.0000	4	0	0	0.0025	0.0030	0.0260	0.0000	0.0000	0	0.0260	154	900
1:7232943	1	16.7643	7232943	0.0000	0.0000	1	0	0	0.0026	0.0042	0.0065	0.0000	0.0000	0	0.0065	154	900
1:7320921	1	16.9818	7320921	0.0000	0.0000	1	0	0	0.0028	0.0024	0.0065	0.0000	0.0000	0	0.0065	154	900
1:7487828	1	17.2387	7487828	0.0000	0.0000	1	0	0	0.0023	0.0038	0.0065	0.0000	0.0000	0	0.0065	154	950
1:7901886	1	18.3426	7901886	0.0000	0.0114	10	0	0	0.0006	0.0007	0.0649	0.0000	0.0000	0	0.0649	154	650
1:8125711	1	18.4816	8125711	0.0000	0.1818	1	0	0	0.0000	0.0001	0.0065	0.0000	0.0000	0	0.0065	154	650
1:8206343	1	18.6581	8206343	0.0000	0.0000	1	0	0	0.0037	0.0044	0.0065	0.0000	0.0000	0	0.0065	154	850
1:8895220	1	19.1534	8895220	0.0000	0.0000	1	0	0	0.0021	0.0022	0.0065	0.0000	0.0000	0	0.0065	154	750
1:9329433	1	20.2351	9329433	0.0000	0.0000	2	0	0	0.0077	0.0079	0.0130	0.0000	0.0000	0	0.0130	154	850
1:9915016	1	21.6029	9915016	0.0000	0.2273	2	0	0	0.0009	0.0014	0.0130	0.0000	0.0000	0	0.0130	154	750
1:10235223	1	21.7577	10235223	0.0000	0.0000	1	0	0	0.0024	0.0023	0.0065	0.0000	0.0000	0	0.0065	154	450
1:10656431	1	21.9650	10656431	0.0000	0.0000	2	0	0	0.0060	0.0060	0.0130	0.0000	0.0000	0	0.0130	154	750
1:11383314	1	23.7238	11383314	0.0000	0.0227	18	0	0	0.0078	0.0063	0.1169	0.0000	0.0000	0	0.1169	154	700
1:11874189	1	24.8943	11874189	1.0000	0.0909	11	0	0	0.0001	0.0000	0.0714	0.0000	0.0000	0	0.0714	154	550
1:11993309	1	25.0601	11993309	0.0000	0.1364	1	0	0	0.0073	0.0067	0.0065	0.0000	0.0000	0	0.0065	154	750
1:11994714	1	25.0660	11994714	0.0000	0.0000	1	0	0	0.0066	0.0067	0.0065	0.0000	0.0000	0	0.0065	154	750
1:12780343	1	27.0327	12780343	0.0000	0.1932	1	0	0	0.0008	0.0011	0.0065	0.0000	0.0000	0	0.0065	154	900
1:12799488	1	27.0392	12799488	0.0000	0.0000	1	0	0	0.0004	0.0005	0.0065	0.0000	0.0000	0	0.0065	154	850
1:13895974	1	28.6787	13895974	0.0000	0.0000	6	0	0	0.0056	0.0060	0.0390	0.0000	0.0000	0	0.0390	154	950
1:14088141	1	29.1402	14088141	0.0000	0.0227	4	0	0	0.0001	0.0002	0.0260	0.0000	0.0000	0	0.0260	154	500
1:14233071	1	29.6578	14233071	0.0000	0.0000	1	0	0	0.0035	0.0075	0.0065	0.0000	0.0000	0	0.0065	154	950
1:14343187	1	29.8493	14343187	0.0000	0.1818	2	0	0	0.0006	0.0027	0.0130	0.0000	0.0000	0	0.0130	154	950
1:14750156	1	30.8123	14750156	0.0000	0.0568	9	0	0	0.0007	0.0012	0.0584	0.0000	0.0000	0	0.0584	154	950
1:14756584	1	30.8139	14756584	0.0000	0.0114	4	0	0	0.0030	0.0011	0.0260	0.0000	0.0000	0	0.0260	154	950
1:14861428	1	30.9924	14861428	0.0000	0.0238	1	0	0	0.0020	0.0032	0.0065	0.0000	0.0000	0	0.0065	154	950
1:14864070	1	30.9934	14864070	0.0000	0.1932	2	0	0	0.0091	0.0031	0.0130	0.0000	0.0000	0	0.0130	154	950
1:14906913	1	31.2762	14906913	0.0000	0.0000	1	0	0	0.0056	0.0045	0.0065	0.0000	0.0000	0	0.0065	154	950
1:15057801	1	31.3869	15057801	0.0000	0.1023	9	0	0	0.0037	0.0041	0.0584	0.0000	0.0000	0	0.0584	154	950
1:15348109	1	32.6583	15348109	0.0000	0.1364	2	0	0	0.0044	0.0069	0.0130	0.0000	0.0000	0	0.0130	154	950
1:15741716	1	33.8485	15741716	0.0000	0.0227	3	0	0	0.0054	0.0067	0.0195	0.0000	0.0000	0	0.0195	154	750
1:15956474	1	34.0341	15956474	0.0000	0.0000	2	0	0	0.0000	0.0002	0.0130	0.0000	0.0000	0	0.0130	154	400
1:16199619	1	34.2444	16199619	0.5000	0.0000	1	0	0	0.0000	0.0001	0.0065	0.0000	0.0000	0	0.0065	154	200
1:16481561	1	34.6176	16481561	0.0000	0.0000	1	0	0	0.0042	0.0036	0.0065	0.0000	0.0000	0	0.0065	154	650
